Time (ns),Total E x (V/m),Total E y (V/m),Total E z (V/m)
0.220008151,1.0036366e-13,-2.86292311e-06,2.86292311e-06
0.221008184,9.40485347e-14,-3.01276373e-06,3.01276395e-06
0.222008217,8.77334094e-14,-3.15505963e-06,3.15505986e-06
0.223008265,8.77334094e-14,-3.28888996e-06,3.28889018e-06
0.224008298,9.40485347e-14,-3.41334362e-06,3.41334385e-06
0.225008331,1.06678785e-13,-3.52751977e-06,3.52751999e-06
0.226008379,1.25624161e-13,-3.63053664e-06,3.63053687e-06
0.227008412,1.50884676e-13,-3.7215284e-06,3.7215284e-06
0.228008445,1.63514926e-13,-3.79965354e-06,3.79965354e-06
0.229008479,1.69830052e-13,-3.8640942e-06,3.8640942e-06
0.230008526,1.76145177e-13,-3.91405683e-06,3.91405683e-06
0.23100856,1.82460302e-13,-3.94878271e-06,3.94878271e-06
0.232008593,1.88775428e-13,-3.96754331e-06,3.96754331e-06
0.23300864,1.82460302e-13,-3.9696497e-06,3.9696497e-06
0.234008674,1.76145177e-13,-3.95444977e-06,3.95444977e-06
0.235008707,1.69830052e-13,-3.9213437e-06,3.9213437e-06
0.23600874,1.63514926e-13,-3.86978218e-06,3.86978218e-06
0.237008774,1.57199801e-13,-3.7992711e-06,3.7992711e-06
0.238008807,1.44569551e-13,-3.7093796e-06,3.70937983e-06
0.23900884,1.19309049e-13,-3.59974979e-06,3.59975024e-06
0.240008902,9.40485415e-14,-3.47010268e-06,3.47010337e-06
0.241008935,6.87880335e-14,-3.32022751e-06,3.32022819e-06
0.242008968,4.98426509e-14,-3.15001921e-06,3.15002012e-06
0.243009002,3.72123969e-14,-2.95944983e-06,2.95945074e-06
0.244009035,3.08972683e-14,-2.74859667e-06,2.74859758e-06
0.245009069,3.08972683e-14,-2.51762003e-06,2.51762071e-06
0.246009102,2.45821413e-14,-2.26680277e-06,2.26680345e-06
0.247009163,1.51094516e-14,-1.99651276e-06,1.99651322e-06
0.248009197,-6.78364971e-16,-1.70722592e-06,1.70722615e-06
