Time (ns),Total E x (V/m),Total E y (V/m),Total E z (V/m)
0.312011555,-6.4957914e-11,-0.0135321775,0.0135321775
0.313011589,-1.94291708e-10,-0.0153074535,0.0153074535
0.314011622,-2.97758762e-10,-0.0171160288,0.0171160288
0.315011656,-4.01225803e-10,-0.0189503133,0.0189503133
0.316011717,-5.30610333e-10,-0.0208021197,0.0208021197
0.31701175,-6.86013857e-10,-0.0226626787,0.0226626787
0.318011784,-7.89683874e-10,-0.0245226435,0.0245226435
0.319011817,-9.45188816e-10,-0.0263721328,0.0263721328
0.32001185,-1.15252885e-09,-0.0282007195,0.0282007195
0.321011884,-1.35986888e-09,-0.0299974922,0.0299974941
0.322011917,-1.35997036e-09,-0.0317510739,0.0317510739
0.323011978,-1.30823685e-09,-0.033449661,0.0334496573
0.324012012,-1.20466837e-09,-0.0350810625,0.0350810587
0.325012045,-8.93962793e-10,-0.0366327539,0.0366327502
0.326012078,-5.8325722e-10,-0.0380919278,0.038091924
0.327012112,-3.76120191e-10,-0.0394455418,0.0394455381
0.328012145,-3.76120191e-10,-0.0406803787,0.0406803787
0.329012179,-4.79587259e-10,-0.0417831242,0.0417831242
0.330012212,-7.89988408e-10,-0.0427404232,0.0427404232
0.331012273,-9.96719485e-10,-0.0435389616,0.0435389578
0.332012307,-1.4103847e-09,-0.0441655256,0.0441655219
0.33301234,-1.82404991e-09,-0.0446070954,0.0446070917
0.334012373,-2.0307811e-09,-0.0448509343,0.0448509268
0.335012407,-2.13424811e-09,-0.0448846556,0.0448846482
0.33601244,-2.13424811e-09,-0.0446963236,0.0446963161
0.337012473,-2.13445106e-09,-0.0442745276,0.0442745201
0.338012535,-2.031187e-09,-0.0436085053,0.0436084978
0.339012568,-2.13505991e-09,-0.0426882096,0.0426882021
0.340012601,-2.34239983e-09,-0.0415044017,0.0415043943
0.341012635,-2.5495368e-09,-0.0400487594,0.040048752
0.342012668,-2.65280087e-09,-0.0383139439,0.0383139364
0.343012702,-2.54852206e-09,-0.0362937339,0.0362937301
0.344012735,-2.08160111e-09,-0.0339830779,0.0339830741
0.345012768,-1.45937817e-09,-0.0313782133,0.0313782096
0.346012829,-6.30018149e-10,-0.0284767225,0.0284767188
0.347012863,1.99240402e-10,-0.0252776332,0.0252776295
0.348012896,7.17590432e-10,-0.0217814967,0.0217814911
0.34901293,8.21260449e-10,-0.017990429,0.0179904215
0.350012963,4.58567656e-10,-0.0139082521,0.0139082437
0.351012996,-2.92786156e-10,-0.0095404787,0.00954047032
0.35201303,-1.34211509e-09,-0.00489442283,0.00489441445
0.353013063,-2.58572386e-09,2.07851226e-05,-2.07932717e-05
0.354013124,-3.83455401e-09,0.00519414712,-0.0051941541
0.355013158,-4.87082286e-09,0.0106127681,-0.0106127746
0.356013191,-5.5443734e-09,0.0162618458,-0.0162618514
0.357013225,-5.82926285e-09,0.0221246481,-0.0221246518
0.358013258,-5.5701892e-09,0.0281824619,-0.0281824656
0.359013291,-4.8967399e-09,0.0344146825,-0.0344146863
0.360013325,-3.91228072e-09,0.040798787,-0.0407987945
